dataset,stat,kind,season,level_id,pitch_tag,n_players,mu,var_obs,var_within,var_true,var_between,K,n_50,n_70,n_80
hitters,damage_rate,rate,2025.0,1,,576,0.1207851479369342,0.0048913553926317,0.0010828292032347,0.0038085261893969,,26.8837772654523,26.8837772654523,62.728813619388696,107.5351090618092
hitters,damage_rate,rate,2023.0,1,,576,0.1154759227587215,0.0049789699298972,0.0010043746808499,0.0039745952490472,,24.69852466014664,24.69852466014664,57.629890873675485,98.79409864058655
hitters,damage_rate,rate,2025.0,16,,15,0.0770018226539965,0.0060946393488802,0.0030151710429126,0.0030794683059676,,22.07948480074605,22.07948480074605,51.518797868407454,88.31793920298422
hitters,selection_skill,rate,2023.0,14,,325,0.5745279713915789,0.0037332513477178,0.0020449888225168,0.001688262525201,,143.79121453645877,143.79121453645877,335.51283391840377,575.1648581458351
hitters,selection_skill,rate,2015.0,1,,728,0.5410887384347369,0.003312854791697,0.0017521003359278,0.0015607544557692,,158.0972331720549,158.0972331720549,368.8935440681281,632.3889326882196
hitters,selection_skill,rate,2025.0,1,,642,0.523399460400587,0.002449640495907,0.001234047635906,0.001215592860001,,204.21053838104652,204.21053838104652,476.491256222442,816.8421535241862
hitters,selection_skill,rate,2018.0,1,,716,0.5370249718940897,0.0030707297343682,0.0016127573868677,0.0014579723475004,,169.53077301670805,169.53077301670805,395.57180370565214,678.1230920668322
hitters,selection_skill,rate,2023.0,11,,848,0.5433311264934833,0.003088364721756,0.0016166211722504,0.0014717435495056,,167.59079393292035,167.59079393292035,391.0451858434808,670.3631757316815
hitters,selection_skill,rate,2019.0,1,,736,0.5352642947660601,0.0031989102416506,0.0015757870967997,0.0016231231448508,,152.25789069288658,152.25789069288658,355.2684116167353,609.0315627715463
hitters,selection_skill,rate,2021.0,14,,325,0.5676553389780951,0.0037707567551596,0.0020678533848462,0.0017029033703133,,143.12018872368256,143.12018872368256,333.947107021926,572.4807548947302
hitters,selection_skill,rate,2022.0,16,,32,0.614761375071571,0.0124067898322567,0.0074863262087286,0.0049204636235281,,47.13160809872396,47.13160809872396,109.9737522303559,188.52643239489583
hitters,selection_skill,rate,2025.0,16,,183,0.5908116022957194,0.0092258430059546,0.0070876756004319,0.0021381674055227,,112.06563380587252,112.06563380587252,261.4864788803692,448.2625352234901
hitters,selection_skill,rate,2017.0,1,,728,0.5349185826445699,0.0039378126951478,0.0017434929693396,0.0021943197258081,,112.37486039983064,112.37486039983064,262.20800759960485,449.49944159932267
hitters,selection_skill,rate,2021.0,16,,20,0.5833336370645286,0.0080295604035486,0.0093762764994712,1e-8,,24305549.49335974,24305549.49335974,56712948.81783939,97222197.97343896
hitters,selection_skill,rate,2020.0,1,,542,0.5537427353585753,0.0029179941181958,0.0016770350523028,0.001240959065893,,198.12962900056868,198.12962900056868,462.3024676679936,792.5185160022749
hitters,selection_skill,rate,2025.0,11,,846,0.5357143291293269,0.0028693877817562,0.0015947639848299,0.0012746237969263,,194.1356057329405,194.1356057329405,452.98308004352776,776.542422931762
hitters,selection_skill,rate,2023.0,1,,631,0.5325476420883117,0.0020995567056184,0.0010112232208281,0.0010883334847902,,227.73563523818905,227.73563523818905,531.3831488891077,910.9425409527564
hitters,selection_skill,rate,2022.0,1,,656,0.5343697373702668,0.0022070241211498,0.0011924631758646,0.0010145609452852,,244.24768305875224,244.24768305875224,569.9112604704219,976.9907322350087
hitters,selection_skill,rate,2022.0,11,,449,0.5449347372969598,0.0038951485586428,0.0023674667861311,0.0015276817725117,,161.32495133874178,161.32495133874178,376.4248864570641,645.2998053549672
hitters,selection_skill,rate,2024.0,11,,821,0.5354144847524043,0.0029667441214573,0.0016208987637163,0.001345845357741,,183.8249598952666,183.8249598952666,428.9249064222888,735.2998395810664
hitters,selection_skill,rate,2021.0,1,,741,0.5321920491897809,0.0033961651712717,0.0016487980948927,0.0017473670763789,,141.47931950559826,141.47931950559826,330.11841217972926,565.917278022393
